UCL_CODE_2021,name,area_sqkm,population,lat,lon,state
122007,Ashford (L),3.7364,472,-29.320048200262608,151.09366485426892,
122008,Ashley (L),1.0498,280,-29.31501878505465,149.80583842887435,
122009,Attunga (L),0.541,307,-30.92807172280704,150.84004800439786,
122010,Awaba (L),0.9941,362,-33.01189925478132,151.5423201821298,
122011,Balmoral (L),2.332,365,-34.30998109079233,150.52248745992856,
122012,Barellan (L),1.1447,276,-34.28730650187042,146.572124613762,
122013,Barmedman (L),1.0656,212,-34.14641490303237,147.38706015240288,
122014,Bemboka (L),2.4432,322,-36.62672572157244,149.5704974766305,
122015,Berrima (L),0.9108,255,-34.48782721106716,150.33748153733876,
122016,Bilbul (L),0.5993,251,-34.26996905844594,146.13865205691852,
122017,Binalong (L),2.0991,302,-34.6760459935513,148.6356818063942,
122018,Binnaway (L),2.7384,399,-31.5519185047178,149.3825972232301,
122019,Bodalla (L),1.0239,281,-36.09322028681873,150.0509146046696,
122020,Bonalbo (L),0.6421,278,-28.73626291064783,152.6217719200097,
122021,Bonny Hills - West (L),1.058,194,-31.57320520443012,152.81743796470136,
122022,Bonville - East (L),7.1801,476,-30.38273578610101,153.0513737116544,
122023,Bonville (L),1.5102,411,-30.37034351689763,153.02255562925305,
122024,Bowning (L),2.0507,290,-34.76713443532081,148.81237872405038,
122025,Bredbo (L),1.7162,253,-35.9563062787994,149.14314669301234,
122026,Broke (L),0.6408,231,-32.74695014391539,151.1034468299733,
122027,Brooms Head (L),0.5866,248,-29.608072323759806,153.3361033418559,
122028,Bundarra (L),9.4067,374,-30.171188479125497,151.0759260103586,
122029,Burrawang (L),0.8062,270,-34.59374565700135,150.51797851099593,
122030,Candelo (L),0.9172,389,-36.76584952909919,149.69546459742816,
122031,Caniaba (L),0.4251,438,-28.82455156865244,153.2111511166764,
122032,Captains Flat (L),1.1837,473,-35.58720715103488,149.45042275278962,
122033,Cargo (L),1.0747,246,-33.42427441455007,148.81068652330066,
122034,Clarenza (L),0.4485,229,-29.722138474940497,152.96685566418853,
122035,Cobargo (L),1.6257,417,-36.39008606304117,149.8913766178962,
122036,Collarenebri (L),3.7675,425,-29.5321780158084,148.57992161048838,
122037,Collector (L),0.6887,251,-34.914820703563294,149.4320605134081,
122038,Conjola Park (L),1.0349,291,-35.25907574753247,150.4388387021675,
122039,Coopernook (L),0.6029,430,-31.822708267173542,152.61438423646266,
122040,Copmanhurst (L),1.8283,240,-29.58603138959163,152.7791724819311,
122041,Coramba (L),1.1453,389,-30.22149670489161,153.01893876343624,
122042,Couridjah (L),2.8149,282,-34.236456509576975,150.55467509044306,
122043,Cudal (L),0.9703,317,-33.28750593047353,148.74028049365003,
122044,Cullen Bullen (L),0.782,117,-33.30095768584253,150.03270760501883,
122045,Cumnock (L),1.8259,261,-32.928660722655245,148.7510463817459,
122046,Currarong (L),0.9635,479,-35.01585453864548,150.82178405557778,
122047,Dangar Island (L),0.3163,313,-33.53908720262851,151.2390208333236,
122048,Dareton (L),2.447,456,-34.097553025594394,142.0343904464965,
122049,Deepwater (L),1.3461,315,-29.441108529324577,151.8468651301519,
122050,Delegate (L),1.7304,201,-37.04401614325222,148.94532339740735,
122051,Delungra (L),0.8971,281,-29.65253933612464,150.8299014498395,
122052,Elizabeth Beach (L),4.8396,268,-32.31949779877968,152.5275158684296,
122053,Emmaville (L),5.6166,296,-29.4484810544431,151.59196451555454,
122054,Euston (L),1.4593,500,-34.577718912207594,142.7411096773394,
122055,Exeter (L) (NSW),1.2483,419,-34.6126932237818,150.31309269434578,
122056,Fairy Hill (L),2.7712,302,-28.790601015611728,153.00221986650868,
122057,Falls Creek (L) (NSW),2.0256,258,-34.99374814721391,150.58736093875368,
122058,Fishermans Paradise (L),0.9928,491,-35.230401453622875,150.4449679174711,
122059,Geurie (L),1.6984,460,-32.397376534109384,148.82768742174,
122060,Gilgai (L),4.7106,399,-29.855090061803185,151.123550737048,
122061,Goodooga (L),1.4455,179,-29.11156803947181,147.4502216212172,
122062,Goolgowi (L),5.0348,334,-33.97798219823089,145.70687971934876,
122063,Gresford (L),1.0257,307,-32.42846180011261,151.54496859964982,
122064,Gulargambone (L),5.4223,351,-31.340973926509456,148.46772041571796,
122065,Hat Head (L),1.2022,365,-31.05559967671846,153.0503264679774,
122066,Hinton (L),1.476,374,-32.720344163579206,151.65243859919624,
122067,Hyland Park (L),0.445,440,-30.612643333823343,153.0018343932162,
122068,Ivanhoe (L),11.49,162,-32.89768585638864,144.3081955474664,
122069,Kangaroo Valley (L),1.1172,316,-34.73491827243752,150.52942293823418,
122070,Kenthurst (L),0.5266,436,-33.663121733974336,151.0035684114099,
122071,Kew (L),0.387,363,-31.63356852344633,152.72035694558508,
122072,Khancoban (L),1.4075,246,-36.21513130228298,148.1225629728564,
122073,Kioloa (L),1.8294,284,-35.55884479640865,150.37682268425078,
122074,Koorawatha (L),1.7043,273,-34.03789046854081,148.55768245161426,
122075,Kurmond (L),0.3515,273,-33.55096607852043,150.6930726024841,
122076,Ladysmith (L),0.4147,215,-35.20836911930038,147.51524424378556,
122077,Lansdowne (L),0.8411,352,-31.782423532489936,152.5322533150194,
122078,Lennox Head - West (L),0.355,267,-28.78208927310439,153.57625572266045,
122079,Linden (L),0.8796,273,-33.710973307332594,150.49558461941788,
122080,Luddenham (L),0.4867,456,-33.87986340698139,150.69081169565823,
122081,Lyndhurst (L),2.7155,254,-33.671533649552615,149.04020035335813,
122082,Manning Point (L),0.8691,228,-31.8982717532407,152.65845694922103,
122083,Marrangaroo (L),3.0766,297,-33.4561985602853,150.11352270477292,
122084,Menangle Park (L),2.4124,207,-34.1041725467974,150.74365142778595,
122085,Mendooran (L),1.2712,275,-31.82131360405492,149.12445120594947,
122086,Menindee (L),7.6491,380,-32.39187474157834,142.40636096742097,
122087,Minnie Water (L),0.1674,187,-29.776157200973756,153.29812355961067,
122088,Mogo (L),1.7194,249,-35.77872938399621,150.14139738907753,
122089,Moonbi (L),2.5566,454,-31.02007046923332,151.0700972349233,
122090,Mooney Mooney (L),1.8146,448,-33.52174637352345,151.19683068152472,
122091,Moulamein (L),2.9977,339,-35.09270252129443,144.03965315656728,
122092,Mulbring (L),0.8966,366,-32.90309898941806,151.48122529884512,
122093,Mungindi (L),2.2911,348,-28.978322754387225,148.98767369185177,
122094,Mylestom (L),1.558,336,-30.46272181543477,153.04106415000072,
122095,Nana Glen (L),0.6944,233,-30.13192970290952,153.01760617372705,
122096,Nelligen (L),1.6658,245,-35.6506909405774,150.14035976835672,
122097,Nemingha (L),0.6187,202,-31.124109953997596,150.98691844977603,
122098,Nimbin (L),1.8788,500,-28.59881064545439,153.22751955925656,
122099,Nimmitabel (L),0.9694,250,-36.51133432897653,149.28502202162224,
122100,North Arm Cove (L),1.3045,491,-32.67114873596886,152.04111362491625,
122101,North Shore (L),2.8277,365,-31.405711979926465,152.90986140177205,
122102,Nundle (L),2.5155,314,-31.46591824110964,151.1239227975595,
122103,Oaklands (L),5.7485,196,-35.55831048082511,146.16008748587328,
122104,Orchard Hills (L),1.3259,411,-33.79584581731385,150.74283864914403,
122105,Otford (L),0.486,321,-34.21387827123843,151.00184558851808,
122106,Pallamallawa (L),0.8849,305,-29.474685612149557,150.13744331994647,
122107,Paterson (L),1.2791,345,-32.60280901140591,151.61437937797777,
122108,Patonga (L),0.324,211,-33.55059860489606,151.27076345868082,
122109,Perisher Village (L),6.0898,99,-36.40548764146245,148.40127894056468,
122110,Perthville (L),1.7555,362,-33.49203900875135,149.55148573991605,
122111,Picton - West (L),1.2508,367,-34.16835148362623,150.56865303423922,
122112,Pindimar (L),3.2772,279,-32.67372718044063,152.10666371699415,
122113,Rainbow Flat (L),2.2109,191,-32.003157838089024,152.4770357478486,
122114,Red Rock (L),1.2513,282,-29.98370456338754,153.22495124505042,
122115,Riverside (L),4.7458,285,-31.40591536945285,152.87530265406232,
122116,Rosedale - Guerilla Bay (L),6.4624,283,-35.819942739232154,150.2148017247172,
122117,Seaham (L),1.0536,433,-32.663609119959006,151.72621007316476,
122118,Seahampton (L),6.5545,292,-32.884042380960786,151.5836682155713,
122119,South Durras (L),5.1668,319,-35.65485072827565,150.28965552880524,
122120,South Pambula (L),5.1662,469,-36.947111252122895,149.846661168543,
122121,Spring Hill (L),0.3552,304,-33.39873148852442,149.153106922488,
122122,Stanwell Tops (L),1.2749,483,-34.222320983990855,150.97148541790477,
122123,Stockinbingal (L),1.4168,207,-34.49856214694246,147.88150759693443,
122124,Sutton (L),1.5699,284,-35.16342328088381,149.25941965837032,
122125,Talbingo (L),1.0361,212,-35.58243232042977,148.3013048294379,
122126,Tapitallee (L),0.8375,409,-34.83667447778794,150.54435829744074,
122127,Taralga (L),1.564,292,-34.40075808855797,149.82095175860815,
122128,Tarcutta (L),1.4253,206,-35.27577296347726,147.74295329699177,
122129,Tarraganda (L),5.996,288,-36.66118881943711,149.8619670218764,
122130,Telegraph Point (L),2.0602,210,-31.325621728632356,152.79039298531788,
122131,Thredbo Village (L),1.0856,400,-36.50339346793922,148.30581585199792,
122132,Tingha (L),2.404,445,-29.95025876816189,151.21120809174852,
122133,Tomago (L),34.9273,269,-32.82081851345348,151.73797405666735,
122134,Tomerong (L),0.7738,388,-35.0541323152581,150.58603554578332,
122135,Tooleybuc (L),1.1803,236,-35.028706060915354,143.3375348572353,
122136,Toomelah (L),2.0077,187,-28.6677810040478,150.47450504353046,
122137,Tottenham (L),1.3832,263,-32.24250014401449,147.35358315747632,
122138,Trundle (L),2.7058,335,-32.92241273229139,147.7054176635941,
122139,Tucabia (L),1.1315,253,-29.66460720765304,153.10792513448405,
122140,Tullamore (L),1.1672,218,-32.63203751117518,147.56888177765177,
122141,Tumbulgum (L),0.3383,382,-28.274204874500423,153.4626264863006,
122142,Tyalgum (L),0.5478,206,-28.35697288831333,153.20622048471492,
122143,Uki (L),0.4962,211,-28.41470532084087,153.3357459539286,
122144,Ulmarra (L),1.2971,418,-29.62972245003867,153.02945655786064,
122145,Ungarie (L),1.5248,227,-33.64176851918547,146.97697327080712,
122146,Urana (L),4.4258,248,-35.33031248357913,146.27641912510893,
122147,Urbenville (L),0.7666,218,-28.47246479317812,152.5454124267534,
122148,Wallabadah (L),6.4712,216,-31.534442682386395,150.82117506843474,
122149,Whitton (L),1.1817,346,-34.51463431681627,146.1820445584528,
122150,Wolumla (L),0.6066,462,-36.83135926125769,149.8114197498011,
122151,Woodenbong (L),0.8278,285,-28.39020353355319,152.60964432987103,
122152,Woodstock (L),1.281,327,-33.7455938105307,148.84665097734631,
122153,Woollamia (L),7.3256,371,-35.01677250084511,150.6517955932764,
122154,Wooloweyah (L),0.3335,419,-29.478661236752277,153.34481140034617,
122155,Wyalong (L),7.5454,491,-33.92207815370443,147.24113419048953,
122156,Yanco (L),1.2486,432,-34.598728983322225,146.40990807488933,
122157,Yarramundi (L),1.0936,416,-33.63353268626838,150.6625171650824,
122158,Yeoval (L),0.9658,221,-32.748262338580005,148.64733800413518,
201001,Melbourne,2880.5725,4585537,-37.89213262611415,145.07671146011714,Victoria
203001,Ballarat,132.2364,105348,-37.56649445220462,143.8416987029917,Victoria
203002,Bendigo,162.3864,100649,-36.7566807807683,144.28514225094298,Victoria
203003,Geelong,165.5844,180239,-38.16570798498076,144.35732859040448,Victoria
211001,Albury - Wodonga (Wodonga Part),54.1941,37839,-36.12245902426521,146.88230209630683,
211002,Melton,57.1001,76346,-37.69402555456404,144.58082762578297,
212001,Bacchus Marsh,18.6125,21692,-37.668229647927134,144.42707993287067,
212002,Echuca - Moama (Echuca Part),25.8493,13764,-36.13670791312118,144.74734967528178,
212003,Mildura - Buronga (Mildura Part),41.3432,35652,-34.19353987773992,142.15345672007857,
212004,Ocean Grove - Barwon Heads,20.4881,22035,-38.26218866073976,144.52244364146694,
212005,Shepparton - Mooroopna,62.3414,49862,-36.38593866077952,145.40396628107234,
212006,Sunbury,30.7094,38010,-37.57169360009764,144.72333901782798,
212007,Torquay - Jan Juc,38.9895,22998,-38.31169316222316,144.31854480824913,
212008,Traralgon,29.0976,27628,-38.19627250172525,146.5258442628395,
212009,Warrnambool,52.4252,32894,-38.37549334721387,142.48349670157106,
213001,Bairnsdale,25.9948,13734,-37.82305814494274,147.61832026381882,
213002,Castlemaine,34.6881,10577,-37.06959068573322,144.2135309624765,
213003,Colac,22.8529,12348,-38.34965952425846,143.58721160083545,
213004,Drouin,21.9894,14764,-38.12323990536926,145.84570904963635,
213005,Drysdale - Clifton Springs,18.8792,16199,-38.17301783025184,144.56177159368968,
213006,Gisborne,20.8226,10999,-37.48049714797373,144.59266827791032,
213007,Horsham,40.8043,16289,-36.73371561020551,142.19163892296558,
213008,Lara,11.5223,15772,-38.022422857793536,144.40114488706843,
213009,Leopold,5.5953,12319,-38.18741288633719,144.46685618566303,
213010,Moe - Newborough,23.9071,15758,-38.17914847492668,146.27234208134024,
213011,Morwell,14.2571,14068,-38.23039437192899,146.42001230608628,
213012,Portland (Vic.),31.5141,10450,-38.36197642675256,141.60507814926024,
213013,Sale,34.297,14100,-38.10059762031654,147.06629945572703,
213014,Swan Hill,21.0529,10869,-35.34908828026714,143.5441862637279,
213015,Wallan,22.6644,14741,-37.40342986739992,144.98785625966164,
213016,Wangaratta,40.489,19712,-36.35535757672576,146.30686432380134,
213017,Warragul,22.3108,19134,-38.15638074850839,145.9351270686015,
213018,Yarrawonga - Mulwala (Yarrawonga Part),25.2981,8580,-36.01569526941387,145.99498578145003,
214001,Ararat,13.6174,7015,-37.281891941481,142.93400061659506,
214002,Bannockburn,12.3144,6178,-38.0482974090868,144.17926201702517,
214003,Benalla,25.531,9742,-36.55103383815172,145.98916866144182,
214004,Cobram,9.0955,5389,-35.91688752491222,145.64961877680312,
214005,Corowa - Wahgunyah (Wahgunyah Part),2.022,1004,-36.01382379957996,146.4011050094321,
214006,Cowes,10.6988,6797,-38.455859999861055,145.23748100019114,
214007,Diggers Rest,4.9025,5011,-37.62445972995441,144.7076327383568,
214008,Hamilton,43.2603,9577,-37.73220927597934,142.0277990509487,
214009,Healesville,18.9432,8698,-37.66173961473653,145.52342433481274,
214010,Inverloch,6.4328,6046,-38.63449565361715,145.7224674787873,
214011,Kilmore,16.4368,8786,-37.29268033653391,144.95611367172123,
214012,Kyabram,9.1683,6010,-36.3170480404786,145.0484351007044,
214013,Kyneton,7.2598,5151,-37.24860369417345,144.45607055833514,
214014,Lakes Entrance,18.7888,6527,-37.86891960860172,147.99094404211735,
214015,Leongatha,7.2414,5618,-38.477594247817,145.9512591675386,
214016,Maryborough (Vic.),10.0361,7769,-37.04544784241338,143.73818318977695,
214017,Point Lonsdale - Queenscliff,11.2707,5265,-38.26537105818573,144.63770214298083,
214018,Portarlington - St Leonards,17.1439,9048,-38.14759656764896,144.68439307888113,
214019,Seymour,12.5439,6016,-37.0258272821013,145.15451657823328,
214020,Stawell,18.9984,5627,-37.05201030438794,142.77038043500764,
214021,Whittlesea,7.5377,5497,-37.5102230272109,145.12857305635825,
214022,Wonthaggi,14.3255,8430,-38.60361734129417,145.588636324593,
215001,Aireys Inlet - Fairhaven,5.2172,1395,-38.461708961817365,144.09204462294494,
215002,Alexandra,6.0511,2480,-37.19389923268163,145.70947440728804,
215003,Anglesea,6.8919,3191,-38.41015237354867,144.18216420483014,
215004,Apollo Bay,2.8591,1491,-38.75310766276809,143.66709808232784,
215005,Avoca,5.3094,1129,-37.08679956523681,143.47329351657035,
215006,Ballan,3.7,2613,-37.59815993040208,144.22789196092555,
215007,Balnarring - Balnarring Beach,5.9013,2528,-38.38470920057388,145.1161339388414,
215008,Baranduda,2.874,1950,-36.1884764465582,146.94959309949877,
215009,Barham - Koondrook (Koondrook Part),2.695,938,-35.637528239281245,144.1243793173575,
215010,Beaconsfield Upper,10.0943,2274,-37.99901052875599,145.41174637450248,
215011,Beaufort,4.0558,1166,-37.42985863876286,143.3826510509971,
215012,Beechworth,7.9581,3291,-36.36419667277864,146.68965560807766,
215013,Beveridge,6.5311,4160,-37.475173899679696,144.96139102952415,
215014,Blind Bight,0.5433,1231,-38.21427290037168,145.33769783041302,
215015,Bright,9.4725,2481,-36.72912124152214,146.95659556893958,
215016,Broadford,9.0853,4076,-37.21320339360868,145.0475804480405,
215017,Bunyip,4.5481,2707,-38.09260708303569,145.7216056202965,
215018,Camperdown,4.693,2884,-38.23549639292055,143.14589336131743,
215019,Cape Woolamai,1.9491,2301,-38.52714228184947,145.33605018859515,
215020,Casterton,4.5158,1336,-37.59100154625945,141.40513801579792,
215021,Chiltern,7.3339,1208,-36.15367142173525,146.59492099079557,
215022,Churchill,6.1851,4679,-38.31188112049012,146.4189950715392,
215023,Cobden,4.2598,1503,-38.32422603687907,143.07441997718354,
215024,Cohuna,3.0671,1870,-35.80867712166246,144.21850202588186,
215025,Corinella,1.8212,1056,-38.41458701422136,145.43119356784322,
215026,Coronet Bay,4.0998,1108,-38.43330669085723,145.4449388095447,
215027,Corryong,2.9552,1186,-36.19696043955648,147.90052077218806,
215028,Creswick,14.8996,2794,-37.41629541570556,143.89459168538465,
215029,Daylesford - Hepburn Springs,17.5977,3732,-37.34863212077067,144.13975555532747,
215030,Dimboola,3.0833,1315,-36.454181730873245,142.03066411483996,
215031,Donald,6.7831,1375,-36.36923054727053,142.98799380928753,
215032,Euroa,6.9254,3116,-36.7541129718792,145.57118262641728,
215033,Eynesbury,2.6036,2826,-37.78994461718553,144.55490792482493,
215034,Foster,3.3291,1308,-38.65384227802565,146.2038614981955,
215035,Garfield,1.8897,1644,-38.089771002781816,145.6780026580414,
215036,Gembrook,2.2345,1226,-37.95242300877872,145.55089503292595,
215037,Grantville - Pioneer Bay,3.2649,1357,-38.40216971803071,145.53751653771383,
215038,Heathcote,6.4141,1844,-36.92528053449757,144.7141976443053,
215039,Heyfield,3.6202,1529,-37.97875222018201,146.7868700688749,
215040,Heywood,6.3732,1328,-38.138256618458,141.62966322047518,
215041,Kerang,9.2085,3696,-35.738502883732814,143.92917534828717,
215042,Kinglake,6.2574,1247,-37.532218780788966,145.34976188133766,
215043,Koo Wee Rup,2.5848,3336,-38.19841020694429,145.4910725254848,
215044,Koroit,2.2702,1705,-38.295269795125584,142.3673027628221,
215045,Korumburra,5.1856,3869,-38.43522929493572,145.82124435694166,
215046,Lancefield,2.9386,1691,-37.27796867281838,144.72910480130406,
215047,Lang Lang,2.6699,2153,-38.26882692575016,145.5682809132732,
215048,Longwarry,1.889,1923,-38.11163631665767,145.7696071647935,
215049,Lorne,4.6639,1248,-38.5374606531749,143.97552003056222,
215050,Macedon,21.4148,2926,-37.415987926800646,144.58396544185575,
215051,Maffra,5.5525,4548,-37.95976741055063,146.98531136557642,
215052,Maldon,7.4621,1381,-36.99189961267453,144.06920838162986,
215053,Mansfield,12.5884,3999,-37.05245871421911,146.0902134508094,
215054,Merbein,4.7459,2077,-34.16837357354545,142.06243798964977,
215055,Metung,7.9072,1605,-37.877911419466095,147.84909373288878,
215056,Millgrove,2.419,1584,-37.753110260062144,145.6546925917853,
215057,Mirboo North,5.964,1752,-38.397641787475926,146.1658144977573,
215058,Mortlake,5.3528,1147,-38.07886426764996,142.81597912185762,
215059,Mount Beauty - Tawonga,13.4519,2249,-36.73020827681849,147.1592618172622,
215060,Myrtleford,11.3315,2846,-36.56188935114486,146.73478834825815,
215061,Nagambie,3.3151,2036,-36.788622552427135,145.15520368035163,
215062,Nathalia,2.6634,1529,-36.05693291618002,145.20484476182511,
215063,Neerim South,2.5524,1081,-38.01879550919759,145.95559216627214,
215064,Nhill,3.336,1949,-36.335924421948455,141.65126486607596,
215065,Numurkah,6.1448,3807,-36.09001612814385,145.44541336263464,
215066,Orbost,3.6551,2024,-37.70093661525473,148.46244205255985,
215067,Ouyen,5.7216,1022,-35.06875571267782,142.311678504177,
215068,Paynesville,4.3329,3505,-37.9093122503943,147.71847225652925,
215069,Port Fairy,9.2602,3424,-38.37930405071958,142.23369966151327,
215070,Red Cliffs,3.4442,3070,-34.305595329606525,142.19258976639173,
215071,Riddells Creek,11.1592,3574,-37.450051966235385,144.68092289006387,
215072,Robinvale,5.8208,2441,-34.59165983589303,142.77750540591902,
215073,Rochester,6.2259,2802,-36.35884891392252,144.70124139200144,
215074,Romsey,6.567,4934,-37.35332412486032,144.74394610097883,
215075,Rosedale,2.7081,1249,-38.154523018829295,146.785228974987,
215076,Rutherglen,5.4774,2324,-36.05683299883328,146.46004958841974,
215077,San Remo,3.5848,1664,-38.52693055513649,145.37959039781416,
215078,Seville,1.6319,1918,-37.77500400877585,145.4592356969906,
215079,St Arnaud,5.3899,2126,-36.617426141882845,143.25816673724552,
215080,Stratford,4.1673,2185,-37.96531355702237,147.08821649916143,
215081,Tatura,8.2273,4259,-36.44241284397092,145.23121263287936,
215082,Teesdale,13.1125,2244,-38.025765342156205,144.04789384207268,
215083,Terang,9.6766,2020,-38.24349277231591,142.91215881836172,
215084,Tongala,1.9103,1331,-36.2507356186484,144.9520652856735,
215085,Tooradin,1.2502,1196,-38.21079632651973,145.37982764171156,
215086,Trafalgar,3.0819,3839,-38.20952820354247,146.15597849645883,
215087,Wandong - Heathcote Junction,5.3473,1705,-37.3604738282003,145.02834911076675,
215088,Warburton (Vic.),9.7959,1913,-37.75418736317704,145.6996255186542,
215089,Warracknabeal,6.9806,2227,-36.25071822873775,142.3950301856507,
215090,Winchelsea,6.3783,2032,-38.24072452906006,143.99438109907098,
215091,Wonga Park,2.2525,1542,-37.73562599259908,145.27353401955222,
215092,Woodend,6.0499,4663,-37.35600988018071,144.530568348617,
215093,Woori Yallock - Launching Place,8.65,4198,-37.78374506741913,145.5447489330781,
215094,Wurruk,3.0293,1027,-38.10903760928067,147.03006172793175,
215095,Yallourn North,1.292,1107,-38.15727438100889,146.35973247961795,
215096,Yarra Glen,2.7291,2417,-37.655538856975305,145.37490481436615,
215097,Yarra Junction - Wesburn,9.0119,3283,-37.78078881489716,145.6258563076391,
215098,Yarragon,1.2684,1387,-38.207912266818006,146.06194370276168,
215099,Yarram,2.5519,1739,-38.56400863786193,146.67549230333617,
215100,Yea,3.4727,1279,-37.21378884655511,145.41908220286365,
221001,Allansford (L),1.1406,718,-38.38646476732328,142.60007492554882,
221002,Avenel (L),4.7904,852,-36.900517407579606,145.22765507435497,
221003,Barnawartha (L),1.9449,572,-36.105317144743154,146.67368951248682,
221004,Batesford (L),10.9641,1139,-38.09094075526655,144.27779953785637,
221005,Birchip (L),3.7375,674,-35.98060419476766,142.9159835188753,
221006,Birregurra (L),1.3874,628,-38.34084472489913,143.78379794111677,
221007,Boolarra (L),1.3022,534,-38.3838359013304,146.27106157512927,
221008,Boort (L),2.358,808,-36.11583210131617,143.72328858721693,
221009,Briagolong (L),1.1186,626,-37.84375942488398,147.0742546968928,
221010,Bruthen (L),6.5978,574,-37.700397621673616,147.82492284724754,
221011,Bushfield - Woodford (L),3.4104,619,-38.321818186375296,142.5026204291663,
221012,Cabarita (L),4.6987,504,-34.20931455984019,142.0852391249923,
221013,Cannons Creek (L),1.2631,617,-38.211434695823385,145.3112636236864,
221014,Cape Paterson (L),1.4157,960,-38.67170856640349,145.6138005965433,
221015,Cape Schanck (L),4.5612,503,-38.46662000165072,144.89098345466036,
221016,Cardigan Village (L),1.7293,957,-37.518760301369504,143.7156363176093,
221017,Carisbrook (L),4.2154,920,-37.04299392906139,143.8094264679722,
221018,Charlton (L),6.1952,993,-36.26641701476605,143.34982291261508,
221019,Clunes (L) (Vic.),3.9939,886,-37.2934320402134,143.78962569398837,
221020,Coleraine (L),5.074,867,-37.60031414227599,141.69622825946536,
221021,Dalyston (L),0.7871,721,-38.56240463912707,145.54490455402384,
221022,Dunkeld (L),6.419,511,-37.64792197284803,142.3445486747364,
221023,Dunolly (L),4.7289,680,-36.85890759118627,143.7305222914977,
221024,Eagle Point (L),6.8654,994,-37.89013736791648,147.68884739759193,
221025,Edenhope (L),5.9777,713,-37.031465548401776,141.27819476868305,
221026,Eildon (L),4.0015,725,-37.232765986935085,145.91245356448874,
221027,Elmore (L),2.0102,753,-36.492726700778434,144.60939480880702,
221028,Flinders (L),3.006,811,-38.47464158707409,145.01860436874478,
221029,Glengarry (L),1.0943,703,-38.12987348721806,146.56958251648857,
221030,Golden Beach - Paradise Beach (L),9.8671,510,-38.2051567759265,147.39799863802827,
221031,Gordon (L),1.3015,607,-37.58190575196573,144.1064513392991,
221032,Harcourt (L),2.2796,570,-37.00402360858301,144.2561039051104,
221033,Hopetoun (L) (Vic.),3.2452,509,-35.72763901219201,142.36330007472986,
221034,Hopetoun Park (L),7.4241,914,-37.69503044958248,144.50163484205746,
221035,Inglewood (L) (Vic.),3.5256,779,-36.57530721939687,143.8679345582319,
221036,Inverleigh (L),4.1039,773,-38.09915358514338,144.05558723038413,
221037,Kaniva (L),2.9539,683,-36.37746538734033,141.2376785387006,
221038,Kinglake West (L),6.1292,901,-37.47282990314376,145.2637202697463,
221039,Lake Boga (L),11.1946,762,-35.450480347477054,143.64419505919642,
221040,Lake Tyers Beach (L),1.1196,661,-37.85852007166376,148.08111700762478,
221041,Lethbridge (L),2.8499,641,-37.96323139403376,144.1359947543354,
221042,Lindenow (L),1.3932,554,-37.8011914794785,147.4488425611441,
221043,Loch Sport (L),6.2093,1020,-38.047888797849474,147.57943899172037,
221044,Mallacoota (L),6.4063,1118,-37.5479619817657,149.74483051897195,
221045,Malmsbury (L),3.0342,736,-37.18880776212729,144.3772625908597,
221046,Marong (L),2.6635,1508,-36.73562215191559,144.1342638424728,
221047,Maryknoll (L),3.366,646,-38.03422707711946,145.6042092995635,
221048,Meeniyan (L),1.8264,516,-38.581327170272345,146.01507014608356,
221049,Moriac (L),1.4157,691,-38.2452180582488,144.17252411274754,
221050,Murchison (L),2.8335,775,-36.61285027585605,145.2173814975422,
221051,Murtoa (L),3.1153,780,-36.62159925143596,142.46881580448343,
221052,Nar Nar Goon (L),0.8426,526,-38.08386284949521,145.56752180464707,
221053,Newlands Arm (L),1.685,748,-37.92534995181016,147.6980429933382,
221054,Newstead (L),3.3163,656,-37.11168031449944,144.063531805772,
221055,Nichols Point (L),1.7888,660,-34.23108069929253,142.21311937136528,
221056,Nyah West (L),1.0712,532,-35.1870999578947,143.3439978412049,
221057,Nyora (L),2.4499,789,-38.3339309317138,145.6729900531865,
221058,Oxley (L),1.5126,503,-36.44668505529928,146.38307591633685,
221059,Porepunkah (L),1.8889,771,-36.698148699601326,146.91271434329266,
221060,Raymond Island (L),7.5986,589,-37.909092369795424,147.7514808628848,
221061,Rhyll (L),0.9184,729,-38.4646364265169,145.30287496794182,
221062,Rushworth (L),4.5501,972,-36.58318457123299,145.01336176501286,
221063,Sea Lake (L),2.321,562,-35.50599813253083,142.85218289922963,
221064,Seville East (L),0.7478,695,-37.77616547061017,145.49456717570584,
221065,Shoreham (L),2.8636,515,-38.42441097088081,145.05173424730864,
221066,Smythesdale (L),5.9201,731,-37.65089920952829,143.6785474631149,
221067,Strathmerton (L),1.3106,572,-35.9256352917802,145.48049471569155,
221068,Sunset Strip (L),1.1012,533,-38.492200545806526,145.262691225513,
221069,Surf Beach - Sunderland Bay (L),1.5868,981,-38.50892837021194,145.28769006945572,
221070,Tallangatta (L),1.6035,1016,-36.21614789123327,147.17667022576703,
221071,Timboon (L),2.9754,830,-38.48547967888632,142.9768757882495,
221072,Toongabbie (L),1.5312,513,-38.061115236692544,146.62853866849147,
221073,Traralgon South (L),4.8251,507,-38.31189672768809,146.5453663350911,
221074,Trentham (L),2.3458,827,-37.38731242224375,144.32263926528577,
221075,Ventnor (L),2.873,826,-38.465924415960416,145.1822516475677,
221076,Venus Bay (L),17.3263,904,-38.67620493447665,145.79031884974506,
221077,Violet Town (L),2.4536,717,-36.63816336236755,145.71733814422663,
